reduced_formulas,descriptive_formulas,bandgap
Pb1S1,PbS,0.41
Cd1S1,CdS,0.41
Pb1S1,PbS,3.3
Pb1S1,PbS,0.41
Cd1S1,CdS,0.41
Bi2Se3,Bi2Se3,0.67
Cu1Sb1S2,CuSbS2,1.5
Cu1Sb1S2,CuSbS2,1.25
Cu1Sb1S2,CuSbS2,1.3900000000000001
Zn1S1,ZnS,3.71
Zn1S1,ZnS,3.755
Ag1Sb1Se2,AgSbSe2,1.0
Ag1Sb1S2,AgSbS2,1.7
Cd1Se1,CdSe,1.95
Zn1S1,ZnS,3.68
Zn1S1,ZnS,4.88
Zn1S1,ZnS,3.67
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.6
Zn1S1,ZnS,4.88
Mo1S2,MoS2,1.78
Cd1S1,CdS,4.2
Cd1S1,CdS,4.2
Ag4S2,Ag4S2,0.9750000000000001
Cd1S1,CdS,2.42
Mo1S2,MoS2,0.05
Se1,Se,0.15
Pb1Sn1K1Te0.95Se0.05,PbSnKTe0.95Se0.05,0.15
Sn1S1,SnS,1.3
Sn1S1,SnS,1.27
Sn1S1,SnS,1.27
S6Mo1,S6Mo,1.2
Mo1S2,MoS2,1.2
C1H1S1,CHS,4.27
Cd1S1,CdS,2.25
Zn1S1,ZnS,3.8
Zn1S1,ZnS,4.1
Cd1Se1,CdSe,1.74
Cd1Se1,CdSe,2.12
Zn1S1,ZnS,3.745
Zn1S1,ZnS,3.43
Zn1S1,ZnS,3.5
Zn1S1,ZnS,3.7
Zn1S1,ZnS,3.21
Zn1S1Ag1,ZnSAg,3.42
In1Bi0.85Se0.15,InBi0.85Se0.15,0.232
Cd1S1,CdS,2.37
Cd1S1,CdS,2.4
Zn1Se1,ZnSe,2.7
Mo1S2,MoS2,2.08
Cd1Se1,CdSe,1.74
Mo1S2,MoS2,1.62
Mo1S2,MoS2,1.77
Se1,Se,1.78
Mo1S1Se1,MoSSe,1.78
Se1,Se,1.78
Mo1S1Se1,MoSSe,1.78
Cu2Sn1Se3,Cu2SnSe3,0.9500000000000001
Cu2Se1,Cu2Se,1.775
Se1,Se,2.2
Cd1Se1,CdSe,1.7
Zn1S1,ZnS,3.54
Zn1S1,ZnS,2.7
Zn1Se1,ZnSe,2.7
Zn1S1,ZnS,0.5
Mo1S2,MoS2,1.2
S6Mo1,S6Mo,2.0
Mo1S2,MoS2,2.0
Mo1S2,MoS2,1.77
N2H2C1S1,N2H2CS,3.5
Pb1S1,PbS,1.1
S6Mo1,S6Mo,0.85
Mo1S2,MoS2,2.4
Mo1S2,MoS2,2.4
Mo1S2,MoS2,1.87
Mo1S2,MoS2,2.9
Mo1S2,MoS2,2.1
Mo1S2,MoS2,2.4
Mo1S2,MoS2,2.1
Mo1S2,MoS2,1.3
Cd1Se1,CdSe,1.74
Mo1Se2,MoSe2,2.18
Mo1Se2,MoSe2,1.63
Mo1Se2,MoSe2,2.18
Mo1Se2,MoSe2,2.13
Mo1Se2,MoSe2,1.58
Mo1Se2,MoSe2,1.41
Mo1S2,MoS2,1.3
S6Mo1,S6Mo,1.3
Mo1S2,MoS2,1.9
Cd1S1,CdS,2.42
S1,S,3.21
S1,S,1.5
Cd1Se1Te1,CdSeTe,1.36
Se1,Se,0.01
Se1,Se,1.36
Cd1In2S4,CdIn2S4,1.05
Cd1In2S4,CdIn2S4,2.27
Cd1S11,CdS11,2.4
Bi2Se322,Bi2Se322,0.45
Cd1S1,CdS,2.4
Zn0.3Cd0.7S1,Zn0.3Cd0.7S,2.61
Mo1S2,MoS2,1.615
Mo1S2,MoS2,5.14
Mo1S2,MoS2,1.96
Mo1S2,MoS2,1.81
Mo1S2,MoS2,1.81
Mo1S2,MoS2,1.58
Bi2Se3,Bi2Se3,0.3
Pb1S1,PbS,3.11
S6Mo1,S6Mo,1.2
Mo1S2,MoS2,1.8
Mo1S2,MoS2,3.1
W1Se2,WSe2,1.2
W1Se2,WSe2,1.2
Zn1S1,ZnS,3.01
Cd1S1,CdS,2.5
Cd1S1,CdS,2.5
Mo1S2,MoS2,1.76
B1N1Mo1S2,BNMoS2,1.88
Bi2Se3,Bi2Se3,0.3
Ga1Se1,GaSe,2.13
Mo1S2,MoS2,2.1
W1Se2,WSe2,1.2
Cu1In1Ga1Se2,CuInGaSe2,1.0
Mo1S2,MoS2,1.45
Re1Se2,ReSe2,1.4500000000000002
V1Se1Sb1,VSeSb,1.135
Sn1S1,SnS,1.3
Cd1S1,CdS,2.13
Pb1S1,PbS,1.025
Mo1S2,MoS2,0.9735
Mo1S2,MoS2,1.8
Mo1S2,MoS2,2.1
Pb1S1,PbS,1.07
Mo1S2,MoS2,1.9
Mo1Se2,MoSe2,1.52
Pb1S2,PbS2,0.41
Pb1S1,PbS,0.41
Pb1S1,PbS,4.75
Cu2Cd1Sn1Se4,Cu2CdSnSe4,0.8
Fe1Cr2S4,FeCr2S4,0.6
Cu1In1S2,CuInS2,1.5
Bi4S6,Bi4S6,1.3
Cd1S1,CdS,2.4
Cd1S1,CdS,2.45
Cd1S1,CdS,2.45
Mo1S2,MoS2,1.29
Re1S2,ReS2,1.3
Re1S2,ReS2,1.43
Re1S2,ReS2,1.3
Re1S2,ReS2,0.92
Mo1Se2,MoSe2,0.38
Re1S2,ReS2,0.92
Zn1S1,ZnS,1.0
Pb1S1,PbS,1.61
Pb1S1,PbS,1.61
Pb1S1,PbS,0.92
Pb1S1,PbS,1.61
Cd1S1,CdS,2.61
Pb1S1,PbS,0.92
Pb1S1,PbS,1.61
Pb1S1,PbS,0.92
Pb1S1,PbS,0.25
Pb1S1,PbS,0.92
Pb1S1,PbS,1.61
Pb1S1,PbS,0.92
Pb1S1,PbS,0.92
Pb1S1,PbS,0.92
Pb1S1,PbS,1.61
Pb1S1,PbS,1.61
Mo1Se2,MoSe2,0.135
Se1,Se,1.76
Se1,Se,1.725
Sn1S2,SnS2,2.31
Sn1S1Se1,SnSSe,2.23
Sn1S0.44Se1,SnS0.44Se,1.421
Sn1S2,SnS2,2.461
Sn1Se2,SnSe2,1.402
Fe1S2,FeS2,4.475
Mo1S2,MoS2,1.68
Mo1S2,MoS2,1.46
Mo1S2,MoS2,1.82
Mo1S2,MoS2,0.22
Mo1S2,MoS2,0.21
Mo1S2,MoS2,1.68
Mo1S2,MoS2,1.8
Cd1Se1,CdSe,1.7
Zn1S1,ZnS,0.2
Se4S4Cu2Co1Sn1,Se4S4Cu2CoSn,1.18
Se4S4Cu2Zn1Sn1,Se4S4Cu2ZnSn,1.18
Cd1S1,CdS,2.4
Zn1S1,ZnS,3.7
Cu2S1,Cu2S,1.2
Bi2Te1Se1,Bi2TeSe,1.565
Bi2Te1Se1,Bi2TeSe,0.8
Ga1Se1,GaSe,2.33
Cu1S1,CuS,2.2
Cd1S1,CdS,2.4
Mo1S2,MoS2,1.85
Mo1Se2,MoSe2,2.28
Mo1S2,MoS2,2.64
Si1S2,SiS2,2.0
Si1S2,SiS2,3.0
Mo1S2,MoS2,0.15
Mo1S2,MoS2,2.06
S6W1,S6W,2.1
Sb2Se3,Sb2Se3,1.78
Sb2Se3,Sb2Se3,1.1059999999999999
Tl1Cr1S2,TlCrS2,0.12
Ag1Ga1S2,AgGaS2,2.75
Pb1S1,PbS,0.42
Cu1In1Se2,CuInSe2,0.9875
In2S3,In2S3,2.8
Cu1Se1,CuSe,1.84
Cu1Se1,CuSe,1.84
Pb1S2,PbS2,0.4
Pb1S1,PbS,0.4
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.645
Ag1In1S2,AgInS2,1.87
Ag1In1S2,AgInS2,1.94
Pb1S2,PbS2,0.41
Ti1Se3,TiSe3,1.24
Ba1Zr1S3,BaZrS3,1.5
Mo1S2,MoS2,1.9
Mo1S2,MoS2,1.86
Zn1S1,ZnS,3.25
Cd1Se1,CdSe,1.74
Bi2S3,Bi2S3,1.3
Mo1S2,MoS2,1.595
Cd1S1,CdS,2.42
Zn2In1S2,Zn2InS2,3.8449999999999998
Zn1S1,ZnS,4.5
Cd1S1,CdS,2.4
Se1,Se,1.4
In1Se1,InSe,1.67
Mo1S2,MoS2,1.8
Mo1S2,MoS2,1.77
Mo1S2,MoS2,1.8
Mo1S2,MoS2,1.9
Ta1Se3,TaSe3,3.9050000000000002
Cu1In1Ga1Se2,CuInGaSe2,1.365
Mo1Se2,MoSe2,1.48
Mo1S2,MoS2,1.83
Mo1S2,MoS2,1.65
Mo1S2,MoS2,1.8
Zn1S1,ZnS,0.173
Zn1Cd1S1,ZnCdS,2.45
Ge1Se1,GeSe,1.1
Co1S1,CoS,3.68
Cd1Se1,CdSe,3.8
Zn1S1,ZnS,3.8
Zn1S1,ZnS,3.72
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Zn1Se1,ZnSe,2.7
Zn1S1,ZnS,3.6
Sn1S1,SnS,1.43
Sn1S1,SnS,1.35
Sn1S1,SnS,1.36
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.45
Zn1S1,ZnS,3.7
Zn1S1,ZnS,3.65
Mo1S2,MoS2,2.8
Mo1S2,MoS2,2.8
In1Se1,InSe,1.35
In1Se1,InSe,1.3
Se1,Se,1.6
Cd1Se1,CdSe,1.74
Cu2Cd1Sn1S4,Cu2CdSnS4,1.4
In1Se1,InSe,1.2000000000000002
In2Se3,In2Se3,1.2000000000000002
Sn1S1,SnS,1.2149999999999999
Sn1S1,SnS,1.43
Sn1S1,SnS,1.92
Cu2Se1,Cu2Se,1.75
Li1Cr1S1,LiCrS,3.3
Li1Cr1Se1,LiCrSe,3.3
Sn1S1,SnS,1.3
Sn1S1,SnS,1.4
Cd1Se1,CdSe,2.5
Sn1Se1,SnSe,0.8
Cd1Sn1Se1,CdSnSe,1.24
Cd1Se1,CdSe,1.74
Cd1Se1,CdSe,2.62
Cd1Se1,CdSe,2.62
Se1,Se,0.2
Zn1S1,ZnS,3.88
Se1,Se,3.0300000000000002
Cd1Se1,CdSe,1.74
Cd1Se1,CdSe,2.79
Cd1Se1,CdSe,1.74
Mo1S2,MoS2,1.2
Mo1S2,MoS2,4.35
Mg1Se1,MgSe,0.189
Zn1Se1,ZnSe,0.059
Cd1S1,CdS,2.5
Zn1S1,ZnS,3.54
Pb1S2,PbS2,0.41
Pb1S1,PbS,0.41
Cd1S1,CdS,2.42
Cd1S1,CdS,2.42
Cu1S2Cd1,CuS2Cd,1.85
Cd1Se1,CdSe,1.74
Cd1Se1,CdSe,3.0
Pb1S1,PbS,0.42
Zn1S1,ZnS,3.76
Pb0.8Zn0.2S1,Pb0.8Zn0.2S,1.31
Pb0.8Zn0.2S1,Pb0.8Zn0.2S,1.31
Zn1S1,ZnS,3.5
Cd1S1,CdS,2.4
Bi4S6,Bi4S6,1.3
S1,S,1.3
Bi2S3,Bi2S3,1.39
Mn2S7,Mn2S7,3.2
H2S1,H2S,0.03
Bi2S3,Bi2S3,1.5
K1S1C1N1,KSCN,1.42
S6Mo1,S6Mo,1.2
Sn1Se1,SnSe,0.9
Pb1S1,PbS,0.41
Mo1S2,MoS2,1.55
Mo1S2,MoS2,2.17
Cu1S1,CuS,2.0
Cu1In1S2,CuInS2,1.5
Cd1S1,CdS,2.42
Cd1S1,CdS,2.42
S1C1N1,SCN,3.35
In2S3,In2S3,2.2
In2S3,In2S3,2.2
S1,S,2.61
Cd1S1,CdS,2.4
Bi2Se3,Bi2Se3,0.3
Sn1S1,SnS,1.5
S1,S,1.5
Cr1Se1,CrSe,3.75
Cd1S1,CdS,2.4
Cd1S1,CdS,3.025
Mo1S2,MoS2,0.277
Mo1S2,MoS2,1.38
Cd1S1,CdS,2.42
Cd1S1,CdS,2.24
Zn1S1,ZnS,3.18
Cu1S1,CuS,1.43
Cu1S1,CuS,1.43
S1,S,2.4
Cd0.2Zn0.8S1Ge1,Cd0.2Zn0.8SGe,2.81
Ag1Ga1Ge3Se8,AgGaGe3Se8,2.25
Pb1S1,PbS,0.37
Cu2Se3,Cu2Se3,2.3
Cu1Se1,CuSe,2.2
Cu2Se3,Cu2Se3,2.0
Cu3Se2,Cu3Se2,3.39
Cu3Se2,Cu3Se2,1.12
Cd1Se1,CdSe,1.74
Cd1Se1,CdSe,1.64
Cd1Se1,CdSe,1.74
Ba1Zr1S3,BaZrS3,1.9
Sr1Zr1S3,SrZrS3,1.8
Sr1Zr1S3,SrZrS3,2.13
Ca1Zr1S3,CaZrS3,1.9
Zn1Se1,ZnSe,2.7
Zn1Se1,ZnSe,2.7
In2S3,In2S3,2.425
Zn1Se1,ZnSe,2.7
Zn1S1,ZnS,3.66
Cu1In1Se2,CuInSe2,0.9750000000000001
Cu1In1Se2,CuInSe2,0.9750000000000001
Cd1Se1,CdSe,1.75
Cu1In1S2,CuInS2,1.5
Pb1S1,PbS,0.41
Zn1S1,ZnS,3.7
Se1,Se,2.0
In2S3,In2S3,2.76
Sn1S1,SnS,1.5
Sn1S1,SnS,1.76
Sn1S2,SnS2,1.51
Zn1S1,ZnS,4.9
Cu1Bi1Se2,CuBiSe2,1.5
Mo1Bi1Cu1Se4,MoBiCuSe4,1.89
Mo1Bi1Cu1Se4,MoBiCuSe4,1.4300000000000002
Sn1S2,SnS2,2.2
Cu1In1S2,CuInS2,2.0
Cu1In1S2,CuInS2,2.0
Cu1In1S2,CuInS2,2.0
Zn1Se1,ZnSe,2.7
In2S3,In2S3,1.92
Cd1S1,CdS,2.42
Cd1Se1,CdSe,2.42
Cd1Se1,CdSe,2.42
Mo1S2,MoS2,1.8
In1Se1,InSe,1.43
Sn1S2,SnS2,2.23
S1,S,1.84
Cu1S1,CuS,2.46
Ag2S1,Ag2S,1.0
Cd1Se1,CdSe,1.7
Mo1S2,MoS2,1.2
Mo1S2,MoS2,1.96
Mo1Se2,MoSe2,1.14
Ti1S3,TiS3,1.1
Hf1S3,HfS3,0.58
Hf1S3,HfS3,0.58
Cd1S1,CdS,2.71
Mo1S2,MoS2,1.5499999999999998
Mo1S2,MoS2,1.8
Mo1S2,MoS2,1.2
Mo1S2,MoS2,1.5
Cd1Se1,CdSe,2.7
Mo0.5W0.5Se2,Mo0.5W0.5Se2,1.44
Cd1S1,CdS,2.54
Cd1S1,CdS,2.42
Cd1S1,CdS,2.54
Cd1S1Se1,CdSSe,2.0999999999999996
Cd1S1,CdS,2.44
Se1,Se,2.0999999999999996
Se2,Se2,2.0999999999999996
Zn1S1,ZnS,0.3
Zn1Se1,ZnSe,2.7
Zn1Se1,ZnSe,2.7
Se4Cu2Zn1Sn1S1,Se4Cu2ZnSnS,1.45
Cu5Se4,Cu5Se4,1.2
Cu5Se4,Cu5Se4,1.2
Sn1Se1,SnSe,1.3
Sn1Se1,SnSe,1.92
Cd1S1,CdS,2.65
Cd1S1,CdS,2.8
Sn2S3,Sn2S3,0.95
Cu1In1Se2,CuInSe2,1.02
Sn1S2,SnS2,1.5
Zn1S1,ZnS,4.06
Zn1S1,ZnS,4.06
Zn1Se1,ZnSe,2.7
Zn1Se1,ZnSe,2.57
Se1,Se,0.12
Zn1Se1,ZnSe,2.57
Cd1S1,CdS,2.41
Cd1S1,CdS,2.2
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.6
Cd1S1,CdS,3.4
Cd1S1,CdS,3.5
Cd1S1,CdS,2.25
Cd1Se1,CdSe,1.7
Cd1S1,CdS,1.7
Cd1S1,CdS,2.5
Cd1S1,CdS,2.44
Cd1S1,CdS,2.54
Pb1S1,PbS,0.41
Zn1Se1,ZnSe,2.7
Cu1Sb1S2,CuSbS2,1.5
Cu1Sb1S2,CuSbS2,1.5750000000000002
In2S3,In2S3,2.1
Cd1S1,CdS,2.42
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.6
Cu2Sn1S3,Cu2SnS3,1.1
Cu2Sn1S3,Cu2SnS3,1.27
Cu2Sn1S3,Cu2SnS3,1.27
Zn1S1,ZnS,3.93
Zn1S1,ZnS,3.6
Pb1S1,PbS,5.8
Pb2S3,Pb2S3,0.41
Pb1S1,PbS,5.8
Pb1S1,PbS,0.41
Pb1S1,PbS,0.41
Pb1S1,PbS,0.41
Zn1Se1,ZnSe,2.67
Mn1S1,MnS,3.1
Mn1S1,MnS,3.95
Mn1S1,MnS,3.165
Pb1S1,PbS,0.41
Ag2S1,Ag2S,0.8
Cd1S1,CdS,2.55
Fe1S2,FeS2,1.05
Cu3Sb1S3,Cu3SbS3,1.46
Cu3Sb1S3,Cu3SbS3,1.5
Cu2S1,Cu2S,2.7
Cu2S1,Cu2S,2.37
Cu1S1,CuS,3.0
Cd1Se1,CdSe,1.75
Bi2Se3,Bi2Se3,0.3
Pb1S1,PbS,1.57
Cd1S1,CdS,2.705
Pb1S1,PbS,1.57
Ag2S1,Ag2S,1.0
Bi2S3,Bi2S3,1.0
Bi2S3,Bi2S3,1.45
In2S3,In2S3,2.71
In2S3,In2S3,2.64
Pb1S1,PbS,0.41
Pb1S1,PbS,4.324999999999999
Zn1S1,ZnS,3.72
Zn1S1,ZnS,3.45
Mo1Se2,MoSe2,1.7999999999999998
Mo1Se2,MoSe2,1.7999999999999998
Cd1Se1,CdSe,1.74
Cd1Se1,CdSe,1.74
Sb2S3,Sb2S3,1.905
Ag1In5S8,AgIn5S8,1.7
Ag1In5S8,AgIn5S8,1.74
Ag1In5S8,AgIn5S8,1.78
Ag1In5Se8,AgIn5Se8,1.11
In2S3,In2S3,2.4
Pb1S1,PbS,0.41
Pb1S1,PbS,0.41
Mo1Se2,MoSe2,1.45
Mo1Se2,MoSe2,1.45
Sn1Se1,SnSe,1.3
Pb1S1Se1,PbSSe,1.2000000000000002
Se1,Se,0.305
Pb1S1Se1,PbSSe,1.25
Se1,Se,1.2000000000000002
Cd1Se1,CdSe,1.74
Cu2Sn1S3,Cu2SnS3,0.96
Cu1S1,CuS,2.2
Cu1S1,CuS,1.7
Cu2W1S4,Cu2WS4,1.74
Cu2Fe1Sn1S4,Cu2FeSnS4,1.35
Zn1S1,ZnS,3.6
Cu1In1Se2,CuInSe2,3.0
Zn1S1,ZnS,3.54
Zn1S1,ZnS,3.54
Cd1S1,CdS,2.42
Cu3Bi1S3,Cu3BiS3,1.49
Cu3Bi1S3,Cu3BiS3,1.4100000000000001
Cu3Bi1S3,Cu3BiS3,1.42
Cu3Bi1S3,Cu3BiS3,1.49
Cd1S1,CdS,2.49
Cd1S1,CdS,2.42
Cd1S1,CdS,2.42
Sn1S2,SnS2,2.685
Mo1S2,MoS2,1.2
Mo1S2,MoS2,1.75
Mo1S2,MoS2,2.95
Mo1S2,MoS2,2.89
Mo1S2,MoS2,1.81
Mo1S2,MoS2,1.9
Cd1Se1,CdSe,1.74
Cd1S1,CdS,2.42
Cd1S1,CdS,2.44
Sn1In4S8,SnIn4S8,1.81
Cu2Zn1Sn1Se4,Cu2ZnSnSe4,1.0
Cu2Zn1Sn1Se4,Cu2ZnSnSe4,1.01
Cu2Zn1Sn1Se4,Cu2ZnSnSe4,1.85
Pb1S2,PbS2,0.41
Pb1S1,PbS,0.41
Pb1S1,PbS,0.72
Pb1S1,PbS,1.5
S1,S,2.1
S1,S,2.08
Cd1S1,CdS,2.4
Cu4Sn1S4,Cu4SnS4,0.97
Zn1S1,ZnS,3.67
Zn1S10,ZnS10,4.59
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.6
Cu1Sb1S2,CuSbS2,1.44
Sn1S2,SnS2,2.31
Sn1S2,SnS2,2.28
Zn1S1,ZnS,3.375
Pb1S1,PbS,0.42
Mo1S2,MoS2,1.5
Mo1S2,MoS2,1.8
Sn1S2,SnS2,2.31
Sn1S2,SnS2,2.26
C1H4N2S1,CH4N2S,1.46
C1H4N2S1,CH4N2S,1.46
S1Se1Cu2Zn1Sn1,SSeCu2ZnSn,1.46
S1Se1Cu2Zn1Sn1,SSeCu2ZnSn,1.46
Cu4S2,Cu4S2,1.85
Se1,Se,2.66
Se1,Se,2.66
Zn1Se1,ZnSe,2.67
S2Y1,S2Y,5.74
S2Y1,S2Y,5.65
Cd1S1,CdS,2.45
Cd1S1,CdS,2.42
Cd1S1,CdS,2.42
Cd1S1,CdS,2.44
Cd1S1,CdS,2.45
Cd1S1,CdS,2.455
Cd1S1,CdS,2.4450000000000003
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.6
Sn1S2,SnS2,2.3
Ag1In1S2,AgInS2,2.0
Ag1In1S2,AgInS2,1.91
Ag1In1S2,AgInS2,1.91
P1S2,PS2,2.3
Cd1S1,CdS,2.42
Cd1S1,CdS,2.42
Cd1S1,CdS,2.38
Sn1Se1,SnSe,1.3
Sn1S1,SnS,1.96
Na2Ba1Ge1S4,Na2BaGeS4,3.9
Ag2S1,Ag2S,2.03
Ag2S1,Ag2S,2.03
Ag2S1,Ag2S,0.8999999999999999
Cu2S1,Cu2S,1.2
Cu2S1,Cu2S,1.75
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.6
Zn2S1Ni1Al1,Zn2SNiAl,2.8
Zn1S1,ZnS,3.6
Ag1In5S8,AgIn5S8,1.85
Ag1In5S8,AgIn5S8,2.5
Sn1S1,SnS,1.4
Sn1S1,SnS,0.61
Sn2S3,Sn2S3,1.5750000000000002
Sn1S1,SnS,1.17
Mo1Bi1Ga1Se5,MoBiGaSe5,1.96
In4S6,In4S6,2.375
In2S3,In2S3,2.85
In2S3,In2S3,2.15
Sb2S3,Sb2S3,1.65
Sb2S3,Sb2S3,1.65
Co1S1,CoS,2.6
Cu1In1Se2,CuInSe2,1.09
Cd1S1,CdS,2.46
Cd1S1,CdS,2.42
Bi2S3,Bi2S3,1.64
Bi2S3,Bi2S3,1.64
Bi4S6,Bi4S6,1.3
Bi2S3,Bi2S3,1.3
Cu2S1,Cu2S,1.2
Zn1S1,ZnS,3.8
Zn1S1,ZnS,3.72
Cd1Se1,CdSe,1.7000000000000002
Cd1S1,CdS,2.42
Cu1S1,CuS,2.27
Pb1S1,PbS,0.41
Pb1S1,PbS,0.41
Zn1S1,ZnS,3.65
Zn1S1,ZnS,3.65
Cd1S1,CdS,2.42
Zn1S1,ZnS,3.54
Ag2S1,Ag2S,1.09
Zn1S1,ZnS,3.6
Cu1In1S2,CuInS2,1.5
Zn1S1,ZnS,3.72
Cu2Sn1Se3,Cu2SnSe3,1.1
Ag4S2,Ag4S2,0.9750000000000001
Cd1S1,CdS,2.42
Cd1S1,CdS,3.81
Cd1S1,CdS,2.41
Cd1S1,CdS,3.03
Pb1S1,PbS,2.6
Pb1S1,PbS,2.36
Pb1Se1,PbSe,1.83
C14H16N4S2Cd1Cl2,C14H16N4S2CdCl2,3.67
Cd1S1,CdS,2.4
Zn1S1,ZnS,2.34
Mo1S2,MoS2,1.3
Cd1S1,CdS,4.5
S6Mo1,S6Mo,1.29
Mo1S2,MoS2,1.29
Mo1S2,MoS2,2.39
Cd1Se1,CdSe,2.07
Zn1S1,ZnS,3.67
Bi2Se3,Bi2Se3,0.3
S6Mo1,S6Mo,1.5499999999999998
Mo1S2,MoS2,1.5499999999999998
Bi2Se3,Bi2Se3,0.3
Cd0.9375Mn0.0625S1,Cd0.9375Mn0.0625S,2.05
Mg1S1,MgS,4.5
Mg1S1,MgS,4.5
Mg1Cu1S1,MgCuS,2.88
La1P2S43,LaP2S43,2.2
S2N1P1F1,S2NPF,1.9
C16H18Cl1N3S1,C16H18ClN3S,2.5
Zn1S1,ZnS,0.0437
Zn1S1,ZnS,3.68
Zn1S1,ZnS,3.8
Zn1S1,ZnS,3.7
Zn1S1,ZnS,3.84
Zn1S1,ZnS,3.7
Sb2S3,Sb2S3,1.7
Cd1S1,CdS,2.4
Cd1S1,CdS,2.41
N1S1P1,NSP,4.026
Zn1S1,ZnS,3.7
Zn1S1,ZnS,3.7
Cd1S1,CdS,2.38
Cd1S1,CdS,2.53
Cd1S1,CdS,2.51
Cd1S1,CdS,2.25
Cd1S1,CdS,2.4
Cu1In1S2,CuInS2,1.45
Cd1S1,CdS,3.32
Cd1S1,CdS,2.53
Cd1S1,CdS,2.51
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Cd1S1,CdS,2.63
Cd1S1,CdS,2.37
Cu1S1,CuS,1.91
Zn1S1,ZnS,3.47
Zn1S1,ZnS,3.55
Cd1S1,CdS,2.4
Cd1S1,CdS,2.29
Zn1S1Te1,ZnSTe,2.85
Cd1Se1,CdSe,2.0
Cu2S1,Cu2S,1.2
Cu2S1,Cu2S,1.37
S1Zn1Se1,SZnSe,3.39
S1Zn1Se1,SZnSe,3.3899999999999997
Zn1Se1,ZnSe,2.7
In2S3,In2S3,2.0999999999999996
In2S3,In2S3,2.1
Mo1S2,MoS2,1.67
Mo1S2,MoS2,1.98
Cu3P1Se4,Cu3PSe4,1.376
Cu3P1S4,Cu3PS4,1.73
Mo1S2,MoS2,2.3
Mo1S2,MoS2,5.3
Mo1Se2,MoSe2,1.5
Re1S2,ReS2,1.46
Cd1Se1,CdSe,1.75
Cd1S1,CdS,2.4
Cu1B1S2,CuBS2,3.61
Ag1B1S2,AgBS2,3.16
Cd1S1,CdS,2.4
Sn1S1,SnS,1.32
Zn1Se1,ZnSe,3.42
Cd1S1,CdS,2.4
Cd1S1,CdS,2.24
Pb1S1,PbS,1.4
Mo1S2,MoS2,1.8
Al1In1Se1,AlInSe,1.16
In1Se1,InSe,1.39
In1Se1,InSe,1.3
Ag1In1Se1,AgInSe,0.23
Cd1Se0.6Te0.4,CdSe0.6Te0.4,1.5899999999999999
Mo1S2,MoS2,1.9
Mo1S2,MoS2,3.02
Zn1Se1,ZnSe,2.7
Zn1Se1,ZnSe,2.7
Sb2S3,Sb2S3,2.12
Cd1S1,CdS,2.855
Bi2Se3,Bi2Se3,1.33
Zn1S1,ZnS,3.39
Cu1In0.75Ga0.25Se2,CuIn0.75Ga0.25Se2,1.5
Cu1In1Ga1Se2,CuInGaSe2,1.35
Cu1In1Se2,CuInSe2,1.35
Cu1Ga1Se2,CuGaSe2,1.35
Cu4Sn1S4,Cu4SnS4,1.5
Zn1S1,ZnS,1.725
Cu4Sn1S4,Cu4SnS4,1.725
Cu2Sn1S3,Cu2SnS3,0.93
Cd1Zn1S1,CdZnS,2.42
Mo1S2,MoS2,1.2
Zn1S1,ZnS,3.68
Zn1S1,ZnS,3.68
Sn1S2,SnS2,2.2800000000000002
Sn1S2,SnS2,5.8
Sn1S2,SnS2,2.2
Sn1S2,SnS2,3.3
Sn1S2,SnS2,3.3
Sn1S2,SnS2,5.8
Cd4Si1S6,Cd4SiS6,2.5
Cu3S4,Cu3S4,1.6
Cd1S1,CdS,2.4
Cd1S1,CdS,2.02
Cd1S1,CdS,2.4
Zn1S1,ZnS,3.77
Zn1S1,ZnS,3.6
Zn1S1,ZnS,5.16
Mo1Se2,MoSe2,1.55
Se1,Se,2.1799999999999997
Zn1S1,ZnS,3.68
Zn1S1,ZnS,3.68
Ba1Sn2S5,BaSn2S5,2.32
Tl1Ga1S2,TlGaS2,2.45
Cd1S1,CdS,2.42
Fe1S2,FeS2,0.355
Fe1S2,FeS2,0.87
Cu2Zn1Sn1S4,Cu2ZnSnS4,0.04
Pb1S2,PbS2,0.41
Pb1S1,PbS,0.41
Pb1S1,PbS,0.8
Zn1Se1,ZnSe,2.8
Zn1Se1,ZnSe,2.8
S4Sn1,S4Sn,2.2750000000000004
Sn1S2,SnS2,3.82
Sn1S2,SnS2,3.82
Pb1S1,PbS,0.41
Pb1S1,PbS,2.15
Pb1S1,PbS,2.95
Mo1S2,MoS2,1.23
Mo1S2,MoS2,2.1
